Hierarchie,,,,,,,Hierarchie_back,KISS,Gesamtraum_KIEL,Nordeuropa_KIEL,Skandinavien_KIEL,Daenemark_KIEL,Groenland_KIEL,Island_KIEL,Faeroer_KIEL,Schweden_KIEL,Norwegen_KIEL,Finnland_KIEL,Baltikum_KIEL,Estland_KIEL,Lettland_KIEL,Litauen_KIEL,Gesamtraum_KIEL,Nordeuropa_KIEL,Skandinavien_KIEL,Daenemark_KIEL,Groenland_KIEL,Island_KIEL,Faeroer_KIEL,Schweden_KIEL,Norwegen_KIEL,Finnland_KIEL,Baltikum_KIEL,Estland_KIEL,Lettland_KIEL,Litauen_KIEL,JSON
71*,71X,71X,7XX,,TRUE,0,71,kun436*,,1,1,1,1,1,1,1,1,1,,,,,#N/A,"kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""ska 595*"" or kiss=""ska 596*"" or kiss=""ska 827*"" or kiss=""kun436*""","kiss=""kun436*""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun436*\"""",""sca"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""dk"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""gro"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""ic"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""fae"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""se"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""no"":""kiss=\""ska 595*\"" or kiss=\""ska 596*\"" or kiss=\""ska 827*\"" or kiss=\""kun436*\"""",""fi"":""kiss=\""kun436*\""""}"
726,726,726,72X,,TRUE,0,726,kun 45*,,1,1,1,1,1,1,1,1,1,,,,,#N/A,"kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""","kiss=""kun 45*""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun 45*\"""",""sca"":""kiss=\""kun 45*\"""",""dk"":""kiss=\""kun 45*\"""",""gro"":""kiss=\""kun 45*\"""",""ic"":""kiss=\""kun 45*\"""",""fae"":""kiss=\""kun 45*\"""",""se"":""kiss=\""kun 45*\"""",""no"":""kiss=\""kun 45*\"""",""fi"":""kiss=\""kun 45*\""""}"
728,728,728,72X,,TRUE,0,728,ska 946*,,,1,1,1,1,1,1,1,,,,,,#N/A,#N/A,"kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""",#N/A,"kiss=""kun 443.11""","kiss=""kun 443.11""","kiss=""kun 443.11""","kiss=""kun 443.11""","{""sca"":""kiss=\""ska 946*\"""",""dk"":""kiss=\""ska 946*\"""",""gro"":""kiss=\""ska 946*\"""",""ic"":""kiss=\""ska 946*\"""",""fae"":""kiss=\""ska 946*\"""",""se"":""kiss=\""ska 946*\"""",""no"":""kiss=\""ska 946*\"""",""bal"":""kiss=\""kun 443.11\"""",""ee"":""kiss=\""kun 443.11\"""",""lv"":""kiss=\""kun 443.11\"""",""lt"":""kiss=\""kun 443.11\""""}"
728,728,728,72X,,TRUE,0,728,kun 443.11,,,,,,,,,,,1,1,1,1,#N/A,#N/A,"kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""","kiss=""ska 946*""",#N/A,"kiss=""kun 443.11""","kiss=""kun 443.11""","kiss=""kun 443.11""","kiss=""kun 443.11""","{""sca"":""kiss=\""ska 946*\"""",""dk"":""kiss=\""ska 946*\"""",""gro"":""kiss=\""ska 946*\"""",""ic"":""kiss=\""ska 946*\"""",""fae"":""kiss=\""ska 946*\"""",""se"":""kiss=\""ska 946*\"""",""no"":""kiss=\""ska 946*\"""",""bal"":""kiss=\""kun 443.11\"""",""ee"":""kiss=\""kun 443.11\"""",""lv"":""kiss=\""kun 443.11\"""",""lt"":""kiss=\""kun 443.11\""""}"
75*,75X,75X,7XX,,TRUE,0,75,kun 608.1,,1,1,1,1,1,1,1,1,1,,,,,#N/A,"kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""sca"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""dk"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""gro"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""ic"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""fae"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""se"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""no"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""fi"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\""""}"
75*,75X,75X,7XX,,TRUE,0,75,kun 613.2,,1,1,1,1,1,1,1,1,1,,,,,#N/A,"kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""","kiss=""kun 608.1"" or kiss=""kun 613.2""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""sca"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""dk"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""gro"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""ic"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""fae"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""se"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""no"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\"""",""fi"":""kiss=\""kun 608.1\"" or kiss=\""kun 613.2\""""}"
76*,76X,76X,7XX,,TRUE,0,76,kun 802*,,1,1,1,1,1,1,1,1,1,,,,,#N/A,"kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""sca"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""dk"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""gro"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""ic"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""fae"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""se"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""no"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""fi"":""kiss=\""kun 802*\""""}"
76*,76X,76X,7XX,,TRUE,0,76,kun819.2,,1,1,1,1,1,1,1,1,,,,,,#N/A,"kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*"" or kiss=""kun819.2""","kiss=""kun 802*""",#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""sca"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""dk"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""gro"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""ic"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""fae"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""se"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""no"":""kiss=\""kun 802*\"" or kiss=\""kun819.2\"""",""fi"":""kiss=\""kun 802*\""""}"
780,780,780,78X,,TRUE,0,780,mus 280*,1,1,1,1,1,1,1,1,1,1,,,,,"kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","{""all"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""nord"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""sca"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""dk"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""gro"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""ic"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""fae"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""se"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""no"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""fi"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""bal"":""kiss=\""mus 600.900\"""",""ee"":""kiss=\""mus 600.900\"""",""lv"":""kiss=\""mus 600.900\"""",""lt"":""kiss=\""mus 600.900\""""}"
780,780,780,78X,,TRUE,0,780,mus 600.900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 280*"" or kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","kiss=""mus 600.900""","{""all"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""nord"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""sca"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""dk"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""gro"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""ic"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""fae"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""se"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""no"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""fi"":""kiss=\""mus 280*\"" or kiss=\""mus 600.900\"""",""bal"":""kiss=\""mus 600.900\"""",""ee"":""kiss=\""mus 600.900\"""",""lv"":""kiss=\""mus 600.900\"""",""lt"":""kiss=\""mus 600.900\""""}"
781,781,781,78X,,TRUE,0,781,ska 963*,1,1,1,1,1,1,1,1,1,1,,1,,,"kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.700""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","{""all"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""nord"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""sca"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""dk"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""gro"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""ic"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fae"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""se"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""no"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fi"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.700\"""",""bal"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""ee"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lv"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lt"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\""""}"
781,781,781,78X,,TRUE,0,781,mus 580.200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.700""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","{""all"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""nord"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""sca"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""dk"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""gro"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""ic"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fae"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""se"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""no"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fi"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.700\"""",""bal"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""ee"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lv"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lt"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\""""}"
781,781,781,78X,,TRUE,0,781,mus 664.700,,,,,,,,,,1,,,,,"kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.700""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","{""all"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""nord"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""sca"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""dk"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""gro"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""ic"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fae"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""se"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""no"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fi"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.700\"""",""bal"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""ee"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lv"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lt"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\""""}"
781,781,781,78X,,TRUE,0,781,mus 664.800,,,,,,,,,,,1,1,1,1,"kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.700""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""ska 963*"" or kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","kiss=""mus 580.200"" or kiss=""mus 664.800""","{""all"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""nord"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""sca"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""dk"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""gro"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""ic"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fae"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""se"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""no"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"""",""fi"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.700\"""",""bal"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""ee"":""kiss=\""ska 963*\"" or kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lv"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\"""",""lt"":""kiss=\""mus 580.200\"" or kiss=\""mus 664.800\""""}"
789,789,789,78X,,TRUE,0,789,mus 690:sib 3,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
789,789,789,78X,,TRUE,0,789,mus 690:blo 5,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
789,789,789,78X,,TRUE,0,789,mus 690:fel 3,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
789,789,789,78X,,TRUE,0,789,mus 690:gad 4,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,{}
790,790,790,79X,,TRUE,0,790,ska 830.600,,,1,1,1,1,1,1,1,,,,,,#N/A,#N/A,"kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""sca"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""dk"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""gro"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""ic"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""fae"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""se"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""no"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\""""}"
790,790,790,79X,,TRUE,0,790,ska 972*,,,1,1,1,1,1,1,1,,,,,,#N/A,#N/A,"kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""","kiss=""ska 830.600"" or kiss=""ska 972*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""sca"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""dk"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""gro"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""ic"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""fae"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""se"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\"""",""no"":""kiss=\""ska 830.600\"" or kiss=\""ska 972*\""""}"
791,791,791,79X,,TRUE,0,791,ska 971*,,,1,1,1,1,1,1,1,,,,,,#N/A,#N/A,"kiss=""ska 971*""","kiss=""ska 971*""","kiss=""ska 971*""","kiss=""ska 971*""","kiss=""ska 971*""","kiss=""ska 971*""","kiss=""ska 971*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""sca"":""kiss=\""ska 971*\"""",""dk"":""kiss=\""ska 971*\"""",""gro"":""kiss=\""ska 971*\"""",""ic"":""kiss=\""ska 971*\"""",""fae"":""kiss=\""ska 971*\"""",""se"":""kiss=\""ska 971*\"""",""no"":""kiss=\""ska 971*\""""}"
794,794,794,79X,,TRUE,0,794,ska 961*,,1,1,1,1,1,1,1,1,,,,,,#N/A,"kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""ska 961*\"""",""sca"":""kiss=\""ska 961*\"""",""dk"":""kiss=\""ska 961*\"""",""gro"":""kiss=\""ska 961*\"""",""ic"":""kiss=\""ska 961*\"""",""fae"":""kiss=\""ska 961*\"""",""se"":""kiss=\""ska 961*\"""",""no"":""kiss=\""ska 961*\""""}"
795,795,795,79X,,TRUE,0,795,ska 961*,,1,1,1,1,1,1,1,1,,,,,,#N/A,"kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""","kiss=""ska 961*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""ska 961*\"""",""sca"":""kiss=\""ska 961*\"""",""dk"":""kiss=\""ska 961*\"""",""gro"":""kiss=\""ska 961*\"""",""ic"":""kiss=\""ska 961*\"""",""fae"":""kiss=\""ska 961*\"""",""se"":""kiss=\""ska 961*\"""",""no"":""kiss=\""ska 961*\""""}"
796,796,796,79X,,TRUE,0,796,spo 375*,,1,1,1,1,1,1,1,1,,,,,,#N/A,"kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""","kiss=""spo 375*"" or kiss=""spo 396*""",#N/A,#N/A,#N/A,#N/A,#N/A,"{""nord"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""sca"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""dk"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""gro"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""ic"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""fae"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""se"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\"""",""no"":""kiss=\""spo 375*\"" or kiss=\""spo 396*\""""}"
